index,Age,Workclass,Final weight,Education,Marital-status,Occupation,Relationship,Sex,Capital-gain,Capital-loss,Hours per week,Native country,Income
35396,37, Private,218249, 11th, Separated, Adm-clerical, Unmarried, Female,0,0,40, United-States, <=50K.
47129,40, Self-emp-not-inc,33219, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,60, United-States, <=50K.
10903,39, Private,370795, HS-grad, Never-married, Adm-clerical, Unmarried, Female,0,0,40, United-States, <=50K
45643,71, Private,29770, Some-college, Widowed, Other-service, Not-in-family, Female,0,0,28, United-States, <=50K.
1999,51, State-gov,196504, HS-grad, Divorced, Craft-repair, Unmarried, Male,0,0,38, United-States, <=50K
36649,45, Private,94809, Some-college, Married-spouse-absent, Other-service, Not-in-family, Female,0,0,24, United-States, <=50K.
14434,29, Private,126822, HS-grad, Married-civ-spouse, Other-service, Husband, Male,0,0,35, United-States, <=50K
16965,44, Private,214242, Some-college, Married-civ-spouse, Transport-moving, Husband, Male,0,0,50, United-States, >50K
20599,40, Private,285787, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States, >50K
31171,28, Private,87239, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States, >50K
37185,47, Local-gov,274657, HS-grad, Married-civ-spouse, Other-service, Other-relative, Male,3908,0,40, United-States, <=50K.
27898,39, ?,204756, Some-college, Divorced, ?, Not-in-family, Female,0,0,20, United-States, <=50K
23608,23, Private,294701, HS-grad, Never-married, Adm-clerical, Unmarried, Female,0,0,40, United-States, <=50K
22488,36, Self-emp-not-inc,340001, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
25198,23, State-gov,368739, Bachelors, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States, <=50K
47428,51, Private,108435, 12th, Never-married, Other-service, Own-child, Male,0,0,40, United-States, <=50K.
3465,25, Local-gov,222800, Bachelors, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States, <=50K
38497,21, Private,135267, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Female,0,0,36, United-States, <=50K.
10363,65, Private,190568, HS-grad, Widowed, Adm-clerical, Not-in-family, Female,0,810,36, United-States, <=50K
43894,20, Local-gov,87467, Some-college, Never-married, Prof-specialty, Own-child, Female,0,0,18, United-States, <=50K.
28180,31, Self-emp-not-inc,203463, Bachelors, Never-married, Tech-support, Not-in-family, Female,0,0,40, United-States, <=50K
33522,21, ?,132053, Some-college, Never-married, ?, Own-child, Female,0,0,35, United-States, <=50K.
23903,35, Local-gov,668319, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,0,1740,80, United-States, <=50K
443,44, Private,116632, Some-college, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States, >50K
33740,47, Private,115358, HS-grad, Divorced, Exec-managerial, Unmarried, Female,0,0,40, United-States, <=50K.
11652,30, Self-emp-inc,321990, Masters, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,60, ?, >50K
33593,25, Private,203561, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Male,0,0,56, United-States, >50K.
46296,36, Private,154410, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States, >50K.
12204,28, Federal-gov,42003, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States, >50K
13142,31, Private,138416, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,56, Mexico, <=50K
25976,63, ?,133166, Doctorate, Married-civ-spouse, ?, Husband, Male,0,0,12, United-States, <=50K
45639,41, Self-emp-inc,195096, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States, <=50K.
37943,23, Private,52262, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K.
32175,31, Federal-gov,381645, Bachelors, Separated, Prof-specialty, Not-in-family, Male,0,0,40, United-States, <=50K
10529,39, Private,167728, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, >50K
19095,40, Private,149466, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Male,0,0,35, United-States, <=50K
16191,36, Private,116608, HS-grad, Never-married, Adm-clerical, Not-in-family, Female,4865,0,40, United-States, <=50K
36210,35, Private,216473, HS-grad, Divorced, Craft-repair, Unmarried, Male,0,0,40, United-States, <=50K.
6820,17, Private,130795, 10th, Never-married, Other-service, Own-child, Male,0,0,20, United-States, <=50K
38979,46, Local-gov,122177, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,60, United-States, <=50K.
42975,62, Private,166425, 11th, Divorced, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States, <=50K.
35105,51, State-gov,152810, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States, >50K.
21256,29, Private,211299, Assoc-voc, Never-married, Sales, Not-in-family, Male,0,0,45, United-States, <=50K
3066,20, Private,283499, Some-college, Never-married, Transport-moving, Own-child, Male,0,0,30, United-States, <=50K
33387,20, Private,191948, HS-grad, Married-civ-spouse, Other-service, Other-relative, Female,0,0,40, United-States, <=50K.
40381,35, Private,128516, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,45, United-States, <=50K.
20293,47, Private,249935, 11th, Divorced, Craft-repair, Own-child, Male,0,0,8, United-States, <=50K
29158,67, Without-pay,137192, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,12, Philippines, <=50K
41690,20, ?,162945, Some-college, Never-married, ?, Own-child, Male,0,0,40, United-States, <=50K.
18907,48, Private,64479, Bachelors, Divorced, Exec-managerial, Not-in-family, Male,0,0,47, United-States, <=50K
48631,58, Self-emp-inc,314482, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, >50K.
1934,25, Private,169990, HS-grad, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States, <=50K
48579,59, Private,532969, HS-grad, Married-civ-spouse, Other-service, Other-relative, Male,0,0,40, Nicaragua, <=50K.
4694,46, Private,155659, Some-college, Married-civ-spouse, Craft-repair, Husband, Male,15024,0,45, United-States, >50K
7741,19, Private,323605, 7th-8th, Never-married, Other-service, Not-in-family, Male,0,0,60, United-States, >50K
33637,58, State-gov,299680, Masters, Married-civ-spouse, Adm-clerical, Husband, Male,15024,0,43, United-States, >50K.
8272,62, Self-emp-not-inc,39630, HS-grad, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States, <=50K
27278,17, Private,340557, 11th, Never-married, Other-service, Own-child, Male,0,0,25, United-States, <=50K
13942,40, Private,163434, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States, <=50K
36007,36, Local-gov,379672, Assoc-voc, Divorced, Exec-managerial, Unmarried, Female,0,0,60, United-States, <=50K.
25037,35, Private,258339, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,55, United-States, >50K
27498,25, ?,100903, Bachelors, Married-civ-spouse, ?, Wife, Female,0,0,25, United-States, <=50K
36534,25, Private,139863, 1st-4th, Never-married, Farming-fishing, Not-in-family, Male,0,0,40, Mexico, <=50K.
815,47, Self-emp-not-inc,93208, HS-grad, Married-civ-spouse, Other-service, Wife, Female,0,0,75, Italy, <=50K
43164,28, State-gov,624572, HS-grad, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States, <=50K.
1049,36, Private,156667, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,0,1902,50, United-States, >50K
39453,62, Local-gov,242341, Some-college, Divorced, Prof-specialty, Not-in-family, Male,0,0,40, United-States, <=50K.
30164,42, Private,168515, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Female,0,0,40, United-States, <=50K
24373,24, Private,30656, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Male,0,0,20, United-States, <=50K
26562,50, State-gov,297551, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,52, United-States, <=50K
16020,69, Private,159522, 7th-8th, Divorced, Machine-op-inspct, Unmarried, Female,2964,0,40, United-States, <=50K
35079,43, Private,346189, Some-college, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States, >50K.
23453,38, Private,439592, Some-college, Never-married, Other-service, Own-child, Female,0,0,40, United-States, <=50K
44971,40, Private,109217, 11th, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, Mexico, <=50K.
4617,32, Federal-gov,72338, Assoc-voc, Never-married, Prof-specialty, Other-relative, Male,0,0,40, United-States, <=50K
908,37, Self-emp-not-inc,168496, HS-grad, Divorced, Handlers-cleaners, Own-child, Male,0,0,10, United-States, <=50K
17488,52, Private,139176, HS-grad, Married-civ-spouse, Sales, Husband, Male,0,0,8, United-States, <=50K
18677,33, Private,160216, Masters, Never-married, Exec-managerial, Not-in-family, Female,0,0,32, ?, <=50K
3535,18, Private,174732, HS-grad, Never-married, Other-service, Other-relative, Male,0,0,36, United-States, <=50K
10033,28, Private,34335, HS-grad, Divorced, Sales, Not-in-family, Male,14084,0,40, United-States, >50K
7273,27, Private,245661, HS-grad, Separated, Machine-op-inspct, Own-child, Female,0,0,40, United-States, <=50K
5651,62, Private,122246, Some-college, Never-married, Craft-repair, Not-in-family, Female,8614,0,39, United-States, >50K
30472,40, Private,176286, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
14866,38, Self-emp-inc,107909, Bachelors, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States, >50K
33525,24, Private,153133, 12th, Never-married, Machine-op-inspct, Own-child, Male,0,0,40, United-States, <=50K.
38190,24, Private,203203, Bachelors, Never-married, Sales, Not-in-family, Female,0,0,25, United-States, <=50K.
20505,49, Private,115784, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,45, United-States, <=50K
947,36, Self-emp-inc,108293, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Female,0,1977,45, United-States, >50K
15100,62, Self-emp-inc,245491, Bachelors, Divorced, Sales, Not-in-family, Male,99999,0,40, United-States, >50K
8303,47, Private,427055, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,45, Mexico, <=50K
1701,18, Private,46247, Some-college, Never-married, Other-service, Own-child, Female,0,0,15, United-States, <=50K
47708,61, Private,219701, 12th, Divorced, Protective-serv, Not-in-family, Male,0,0,37, Cuba, <=50K.
31457,40, Private,226608, Some-college, Divorced, Tech-support, Not-in-family, Male,0,0,30, Guatemala, >50K
56,46, Private,216666, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, Mexico, <=50K
730,23, Private,352139, Some-college, Never-married, Other-service, Not-in-family, Female,0,0,24, United-States, <=50K
33746,54, Private,74660, Bachelors, Divorced, Prof-specialty, Unmarried, Male,0,0,40, Canada, >50K.
16979,54, Private,57758, Masters, Married-civ-spouse, Sales, Husband, Male,0,0,68, United-States, >50K
29782,56, Private,179641, HS-grad, Never-married, Prof-specialty, Not-in-family, Female,0,0,45, United-States, <=50K
42961,44, Federal-gov,109414, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male,0,1977,40, Philippines, >50K.
22578,48, Self-emp-inc,103713, Masters, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States, >50K
31126,46, Private,109209, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States, >50K
18781,47, Local-gov,148576, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,35, United-States, <=50K
4960,17, Local-gov,246308, 11th, Never-married, Prof-specialty, Own-child, Female,0,0,20, Puerto-Rico, <=50K
42205,53, Private,228752, HS-grad, Separated, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States, <=50K.
28242,23, Private,259496, HS-grad, Never-married, Machine-op-inspct, Own-child, Female,0,0,40, United-States, <=50K
48216,60, ?,225894, Preschool, Widowed, ?, Not-in-family, Female,0,0,40, Guatemala, <=50K.
38976,41, State-gov,153095, HS-grad, Never-married, Craft-repair, Not-in-family, Male,0,0,50, United-States, <=50K.
32470,50, Private,485710, Doctorate, Divorced, Prof-specialty, Not-in-family, Female,0,0,50, United-States, <=50K
29764,17, Private,151799, 11th, Never-married, Other-service, Own-child, Female,0,0,20, United-States, <=50K
44581,30, Private,170412, Some-college, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States, <=50K.
31688,34, Self-emp-inc,343789, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,7688,0,55, United-States, >50K
23246,62, Private,138157, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,12, United-States, <=50K
45356,23, State-gov,279243, HS-grad, Married-civ-spouse, Protective-serv, Husband, Male,0,0,38, United-States, <=50K.
46835,38, Self-emp-not-inc,223242, Some-college, Married-spouse-absent, Other-service, Unmarried, Female,0,0,40, United-States, <=50K.
1614,26, Private,161007, Bachelors, Never-married, Adm-clerical, Own-child, Male,0,0,30, United-States, <=50K
16292,34, ?,177304, 10th, Divorced, ?, Not-in-family, Male,0,0,40, Columbia, <=50K
30175,21, Private,132243, Assoc-acdm, Never-married, Other-service, Own-child, Female,0,0,5, United-States, <=50K
40165,38, Private,127961, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,7688,0,40, United-States, >50K.
25360,34, State-gov,366198, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,45, Germany, >50K
6764,37, Private,230035, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,46, United-States, >50K
27467,25, Private,114483, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States, <=50K
2366,33, Private,107248, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Male,0,0,45, United-States, <=50K
14235,48, Private,94342, Bachelors, Married-civ-spouse, Craft-repair, Husband, Male,0,0,55, United-States, <=50K
43028,64, Private,280957, Some-college, Married-civ-spouse, Other-service, Husband, Male,0,0,20, United-States, <=50K.
30204,27, Private,243569, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Male,3942,0,40, United-States, <=50K
43283,47, Private,98044, Preschool, Never-married, Other-service, Not-in-family, Male,0,0,25, El-Salvador, <=50K.
3996,54, State-gov,198186, HS-grad, Never-married, Other-service, Not-in-family, Female,0,0,38, United-States, <=50K
9488,38, Private,129591, Some-college, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
29489,36, Private,138441, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Male,0,0,55, United-States, <=50K
3679,18, Private,107277, 11th, Never-married, Sales, Own-child, Female,0,0,20, United-States, <=50K
17997,30, Private,326199, 9th, Married-civ-spouse, Craft-repair, Husband, Male,2580,0,40, United-States, <=50K
19323,45, Private,266860, Masters, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,50, United-States, >50K
28415,38, Private,159179, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
28682,47, Private,144351, HS-grad, Divorced, Craft-repair, Unmarried, Male,0,625,40, United-States, <=50K
17993,22, Private,138768, Some-college, Never-married, Exec-managerial, Own-child, Male,0,0,50, United-States, <=50K
45357,49, Private,110669, 10th, Divorced, Machine-op-inspct, Not-in-family, Female,0,0,32, United-States, <=50K.
21354,46, Private,145290, Some-college, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
45666,25, Private,125082, HS-grad, Never-married, Handlers-cleaners, Own-child, Female,0,0,40, United-States, <=50K.
9862,56, State-gov,143931, Bachelors, Widowed, Prof-specialty, Not-in-family, Female,0,0,40, United-States, <=50K
22485,25, Private,101684, 10th, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States, <=50K
5608,57, Private,329792, 7th-8th, Divorced, Transport-moving, Unmarried, Male,0,0,75, United-States, <=50K
11552,61, Local-gov,115023, HS-grad, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States, <=50K
29203,38, Private,150057, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States, <=50K
36700,38, Private,109594, Bachelors, Divorced, Sales, Not-in-family, Female,0,0,70, United-States, >50K.
45156,17, Private,98572, 11th, Never-married, Sales, Not-in-family, Female,0,0,20, United-States, <=50K.
36572,21, Private,97212, HS-grad, Never-married, Other-service, Not-in-family, Female,0,2001,25, United-States, <=50K.
24496,32, Private,113838, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States, <=50K
22870,40, Private,77247, 12th, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States, >50K
39186,24, Private,179423, Bachelors, Never-married, Prof-specialty, Other-relative, Female,0,0,40, United-States, <=50K.
20133,21, Private,198050, HS-grad, Never-married, Other-service, Not-in-family, Female,0,0,28, United-States, <=50K
2160,41, Private,220132, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male,7298,0,40, United-States, >50K
15768,48, Private,114561, Bachelors, Married-spouse-absent, Prof-specialty, Other-relative, Female,0,0,36, Philippines, >50K
32692,41, Private,428420, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States, <=50K.
10489,52, Federal-gov,192386, Masters, Married-civ-spouse, Exec-managerial, Husband, Male,5013,0,40, United-States, <=50K
47477,18, Private,184101, 11th, Never-married, Farming-fishing, Own-child, Male,0,0,6, United-States, <=50K.
47762,18, ?,197057, 10th, Never-married, ?, Own-child, Male,0,0,40, United-States, <=50K.
4830,52, Private,188644, 5th-6th, Married-spouse-absent, Craft-repair, Other-relative, Male,0,0,40, Mexico, <=50K
7694,37, Self-emp-inc,39089, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,3103,0,50, United-States, >50K
40161,22, Private,324685, 9th, Never-married, Sales, Not-in-family, Female,0,0,32, United-States, <=50K.
7145,34, Private,213722, HS-grad, Never-married, Handlers-cleaners, Own-child, Male,0,0,40, United-States, <=50K
15025,37, Private,210438, 11th, Never-married, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States, <=50K
29119,73, ?,200878, HS-grad, Widowed, ?, Not-in-family, Female,0,0,15, United-States, <=50K
39863,39, Private,31964, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,80, United-States, >50K.
27873,42, Private,319016, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male,2885,0,45, United-States, <=50K
26179,21, Private,187643, HS-grad, Separated, Other-service, Not-in-family, Female,0,0,40, United-States, <=50K
2340,27, ?,253873, Some-college, Divorced, ?, Not-in-family, Female,0,0,25, United-States, <=50K
25765,36, Private,306567, HS-grad, Married-civ-spouse, Transport-moving, Wife, Female,0,0,40, United-States, >50K
2913,30, Local-gov,131776, Masters, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States, <=50K
27453,32, Self-emp-not-inc,205072, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male,0,0,48, United-States, <=50K
41174,33, Private,174215, Bachelors, Never-married, Exec-managerial, Not-in-family, Female,0,0,55, United-States, >50K.
38671,24, Private,166297, Bachelors, Never-married, Prof-specialty, Own-child, Male,0,0,25, United-States, <=50K.
32283,54, Private,171924, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male,0,0,70, United-States, <=50K
45011,52, Private,137815, 9th, Divorced, Transport-moving, Not-in-family, Male,0,0,40, United-States, <=50K.
26974,48, Private,128460, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,42, United-States, >50K
9394,18, Private,182042, 11th, Never-married, Other-service, Own-child, Female,0,0,19, United-States, <=50K
7207,45, Self-emp-inc,34091, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,38, United-States, >50K
37791,44, Private,30424, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Female,0,1980,40, United-States, <=50K.
47068,32, Self-emp-not-inc,399088, Bachelors, Divorced, Prof-specialty, Not-in-family, Female,0,1340,45, United-States, <=50K.
35245,38, Private,91857, HS-grad, Divorced, Other-service, Other-relative, Male,0,0,40, United-States, <=50K.
25058,27, Private,289147, Bachelors, Never-married, Prof-specialty, Own-child, Female,0,0,40, United-States, <=50K
40763,31, Private,178615, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States, <=50K.
20942,44, Private,214415, Some-college, Separated, Prof-specialty, Unmarried, Female,0,0,40, United-States, <=50K
35051,37, Local-gov,484475, Bachelors, Never-married, Other-service, Not-in-family, Male,0,0,60, United-States, <=50K.
7904,50, Self-emp-inc,198400, HS-grad, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States, <=50K
44841,45, Local-gov,308275, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,7688,0,65, United-States, >50K.
36903,28, Private,37302, HS-grad, Divorced, Exec-managerial, Own-child, Male,0,0,40, United-States, <=50K.
6021,47, Private,80924, Some-college, Widowed, Other-service, Not-in-family, Female,0,0,35, United-States, <=50K
33894,19, Private,328167, HS-grad, Never-married, Other-service, Own-child, Male,0,0,35, United-States, <=50K.
43208,25, Private,64671, 1st-4th, Never-married, Other-service, Not-in-family, Female,0,0,40, Philippines, <=50K.
20246,55, Self-emp-not-inc,147098, 9th, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States, <=50K
1669,46, Private,99835, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,60, United-States, >50K
47816,23, Private,362623, 10th, Married-civ-spouse, Other-service, Husband, Male,0,1573,30, Mexico, <=50K.
37238,56, Private,146391, HS-grad, Never-married, Sales, Not-in-family, Male,0,0,40, Ireland, <=50K.
8176,79, Private,121318, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,20, United-States, <=50K
33706,58, Private,218312, HS-grad, Divorced, Sales, Not-in-family, Male,0,0,40, United-States, <=50K.
5624,21, Private,216070, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,46, United-States, >50K
40439,17, Private,284277, 11th, Never-married, Other-service, Own-child, Male,1055,0,20, United-States, <=50K.
20282,50, Federal-gov,65160, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, <=50K
7919,30, Private,284395, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States, <=50K
44737,18, Private,394954, Some-college, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States, <=50K.
31499,22, Private,388247, Some-college, Never-married, Sales, Own-child, Male,0,0,40, United-States, <=50K
16863,35, Private,331831, Bachelors, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States, <=50K
34364,39, Local-gov,100011, Assoc-acdm, Never-married, Tech-support, Not-in-family, Female,0,0,38, United-States, <=50K.
4861,48, Private,145041, HS-grad, Never-married, Machine-op-inspct, Other-relative, Male,0,0,40, Dominican-Republic, <=50K
44021,32, Private,197325, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K.
37914,31, Self-emp-not-inc,163845, HS-grad, Divorced, Other-service, Unmarried, Female,0,0,40, United-States, <=50K.
10985,26, Private,199600, HS-grad, Never-married, Sales, Not-in-family, Male,0,0,40, United-States, <=50K
29829,50, Private,46155, Assoc-voc, Divorced, Prof-specialty, Unmarried, Female,0,0,40, United-States, >50K
10679,18, ?,340117, 11th, Never-married, ?, Unmarried, Female,0,0,50, United-States, <=50K
25857,43, Private,393354, Some-college, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,38, United-States, >50K
38966,18, Private,198368, 11th, Never-married, Other-service, Own-child, Male,594,0,10, United-States, <=50K.
37731,57, Self-emp-not-inc,411604, 9th, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,45, Mexico, <=50K.
11805,24, Private,100321, Some-college, Divorced, Craft-repair, Not-in-family, Male,0,0,48, United-States, <=50K
45249,31, Private,203488, Bachelors, Married-civ-spouse, Sales, Husband, Male,0,1977,45, United-States, >50K.
9649,39, Private,43712, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male,7298,0,40, United-States, >50K
22099,33, State-gov,243678, Some-college, Never-married, Tech-support, Not-in-family, Female,0,0,40, United-States, <=50K
16259,43, Self-emp-not-inc,130126, Bachelors, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, >50K
18170,52, Private,155233, Some-college, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States, <=50K
7820,30, Private,308812, Some-college, Never-married, Sales, Not-in-family, Female,0,0,60, United-States, <=50K
48585,59, Self-emp-inc,171355, Masters, Divorced, Prof-specialty, Unmarried, Male,0,0,55, United-States, <=50K.
46537,39, Self-emp-not-inc,457453, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K.
22102,33, State-gov,290614, HS-grad, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States, <=50K
15008,25, Private,458549, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,96, Mexico, <=50K
38713,32, Self-emp-not-inc,321313, HS-grad, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States, <=50K.
9415,26, Self-emp-not-inc,318644, Prof-school, Never-married, Prof-specialty, Own-child, Male,0,0,20, United-States, <=50K
46265,49, Private,39518, Some-college, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States, >50K.
33651,34, Private,334744, Masters, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,50, United-States, >50K.
32747,64, ?,201368, Some-college, Married-civ-spouse, ?, Husband, Male,0,0,8, United-States, <=50K.
25143,50, Local-gov,96062, HS-grad, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States, <=50K
8798,31, Private,273324, Some-college, Never-married, Other-service, Own-child, Male,0,1721,16, United-States, <=50K
11741,37, Private,200374, Bachelors, Married-civ-spouse, Sales, Husband, Male,0,1902,40, United-States, >50K
47923,37, Private,334291, Some-college, Divorced, Sales, Not-in-family, Male,0,2258,40, United-States, <=50K.
45228,50, Private,338836, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,0,1887,36, United-States, >50K.
15619,48, Private,182566, Bachelors, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States, >50K
25816,31, Private,123983, Some-college, Separated, Sales, Unmarried, Male,0,0,40, South, <=50K
8933,76, Self-emp-not-inc,237624, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Male,0,0,10, United-States, <=50K
18361,24, Private,140001, HS-grad, Never-married, Sales, Own-child, Male,0,0,35, El-Salvador, <=50K
40979,17, Private,30829, 11th, Never-married, Other-service, Own-child, Female,0,0,12, United-States, <=50K.
16206,30, Private,231413, Some-college, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, >50K
10336,18, State-gov,191117, 11th, Never-married, Other-service, Own-child, Male,0,0,20, United-States, <=50K
30552,39, Private,106347, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States, <=50K
34928,48, Private,97470, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, >50K.
24204,39, Private,325374, Some-college, Never-married, Adm-clerical, Not-in-family, Male,0,0,40, United-States, <=50K
33758,49, Self-emp-not-inc,166003, HS-grad, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States, <=50K.
2654,37, Private,185061, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States, <=50K
21818,50, Local-gov,157043, Masters, Divorced, Prof-specialty, Not-in-family, Female,2202,0,30, ?, <=50K
46635,19, ?,97261, Some-college, Never-married, ?, Own-child, Male,594,0,30, United-States, <=50K.
45884,45, ?,117310, HS-grad, Divorced, ?, Not-in-family, Female,0,0,40, United-States, <=50K.
27897,30, Local-gov,311913, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States, >50K
1137,35, Federal-gov,250504, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,60, United-States, >50K
